Open,High,Low,Close,Volume
96953.48,97058.82,97058.83,96896.32,3.06067194
97058.83,97110.28,97160.95,97058.82,3.86487538
97110.29,97209.7,97209.71,97109.4,5.24005473
97209.71,97570.37,97652.59,97209.71,15.42325945
97570.37,97339.42,97652.57,97308.55,3.53556231
97339.42,97598.4,97600.0,97339.42,2.46379796
97598.4,97656.54,97747.18,97561.66,2.07963263
97656.54,97755.19,97863.69,97656.53,3.08744324
97755.2,97680.0,97866.94,97674.51,8.7304159
97680.0,97635.45,97762.65,97632.26,7.11322101
97632.26,97538.69,97668.49,97530.42,3.75712524
97538.69,97571.49,97647.07,97538.69,0.68887428
97571.49,97408.33,97571.49,97375.38,4.37951767
97408.33,97200.0,97408.33,97073.06,4.22755994
97200.0,97344.98,97406.13,97091.07,4.38456054
97344.98,97378.64,97402.23,97321.05,0.48229344
97378.65,97430.72,97465.3,97349.12,0.54832487
97430.72,97449.72,97465.29,97384.38,1.57318533
97449.73,97320.59,97449.73,97304.76,1.49515106
97320.58,97322.27,97359.71,97319.34,0.99512895
97322.27,97684.43,97699.99,97322.27,4.0495963
97684.43,97643.45,97706.63,97627.81,0.79896617
97643.45,97540.55,97643.45,97540.25,1.1140396
97540.59,97659.49,97659.5,97501.4,2.05196082
97659.49,97692.23,97695.0,97645.95,1.14582801
97692.23,97611.53,97759.75,97611.52,2.39793876
97611.53,97614.18,97700.23,97562.85,1.89344306
97614.17,97582.08,97614.18,97552.48,2.34078217
97582.08,97640.44,97640.44,97533.85,0.6165222
97640.44,97522.75,97640.44,97522.75,1.14159522
97522.75,97450.21,97571.75,97450.21,1.81374817
97450.2,97356.55,97450.2,97356.55,0.6943458
97356.55,97256.01,97356.55,97240.48,1.30965547
97256.0,97138.02,97256.0,97138.02,0.19709554
97138.02,97112.29,97157.29,97057.01,1.84758732
97112.29,97194.6,97232.9,97100.89,1.46169742
97194.62,97237.82,97304.0,97194.62,1.38656599
97236.32,97284.49,97297.02,97236.31,0.84455064
97284.5,97359.7,97359.71,97284.5,2.09939074
97359.7,97377.0,97389.04,97336.71,0.71125775
97377.0,97245.6,97377.0,97245.58,1.53984648
97245.59,97220.48,97245.6,97220.46,0.59840535
97220.47,97293.25,97339.73,97220.47,3.01938875
97293.26,97345.36,97368.43,97293.26,2.57890397
97345.37,97411.83,97436.7,97345.36,1.91231677
97411.84,97410.28,97484.02,97410.26,1.98193499
97410.28,97504.02,97504.03,97410.27,2.57445059
97504.02,97487.66,97504.04,97487.65,0.9762272
97487.65,97445.23,97487.66,97441.16,0.91322807
97445.22,97441.18,97514.33,97441.17,1.15652727
97441.19,97485.96,97517.33,97441.17,1.19858807
97485.97,97517.31,97517.33,97485.97,1.14436047
97517.31,97537.32,97581.26,97517.31,0.95562647
97537.32,97454.27,97537.32,97454.26,1.80970567
97454.26,97247.63,97454.26,97226.17,1.88543596
97247.63,97167.02,97272.57,97167.0,0.21484082
97167.01,97100.01,97167.02,97100.01,0.3754878
97100.01,97071.02,97100.01,97009.17,0.9434767
97071.01,97017.93,97108.49,97017.91,1.25519862
97017.94,97041.24,97043.7,97017.82,0.35340131
97040.77,97117.46,97138.13,97040.77,0.75222398
97117.45,97136.63,97138.13,97117.45,0.94536908
97136.63,97011.17,97136.63,97011.17,2.10274315
97011.17,96964.82,97011.17,96964.81,1.65101096
96964.82,96891.47,96964.83,96856.93,2.27924934
96891.47,96800.0,96891.48,96800.0,1.52751334
96800.01,96883.78,96883.81,96800.0,1.32225464
96880.77,96878.96,97009.67,96874.2,2.18417641
96878.97,96909.4,96912.79,96834.36,0.44496916
96909.42,96979.75,97009.96,96909.42,2.23307458
96970.12,96980.75,97009.96,96970.12,0.9012888
96980.75,96970.01,96980.75,96970.01,1.15743819
96970.01,96959.31,96972.02,96918.75,1.08803346
96959.32,96961.84,96961.85,96959.31,0.13981025
96961.84,97011.86,97043.7,96961.84,0.80689126
97011.87,97051.72,97099.9,97011.87,3.12126714
97051.74,97048.01,97099.99,97048.0,1.57802071
97048.01,97050.01,97099.93,97046.81,1.35697505
97050.12,97028.0,97050.22,97028.0,1.00126886
97028.01,97026.28,97028.01,97026.27,0.15926099
97026.28,97026.33,97028.95,97026.27,0.42921016
97026.33,96990.19,97026.34,96990.09,0.3297057
96990.2,97015.85,97015.87,96990.2,0.7875792
97015.85,97014.3,97015.86,97014.3,0.43941625
97014.3,96931.21,97014.31,96931.21,0.73481884
96931.21,96931.2,96931.22,96931.2,0.23625013
96931.21,96931.2,96931.21,96931.19,0.58779978
96931.2,96835.92,96931.21,96835.92,0.2544793
96835.94,96798.1,96843.26,96798.04,1.06766594
96798.1,96666.63,96798.11,96666.61,1.00320216
96666.62,96666.63,96666.63,96666.61,0.26571483
96666.63,96745.01,96802.11,96582.65,1.22518054
96745.01,96650.34,96745.01,96650.34,0.73685694
96650.34,96660.9,96668.94,96635.96,0.16539907
96660.9,96614.32,96679.65,96614.31,0.55451807
96614.31,96584.6,96614.32,96584.58,0.20278694
96584.6,96633.79,96633.8,96584.59,0.19941843
96633.79,96669.99,96670.0,96633.79,0.62199957
96670.0,96749.11,96749.14,96669.99,0.38143623
96702.06,96691.38,96749.11,96691.38,1.59659475
96680.15,96620.52,96680.15,96620.52,0.22863707
96620.53,96620.62,96653.63,96620.52,0.20133299
96620.62,96622.04,96667.18,96620.61,0.18041642
96622.04,96620.52,96622.05,96620.52,0.0784931
96620.53,96601.8,96620.53,96601.79,0.60657638
96601.8,96667.16,96717.0,96601.8,0.54827655
96667.17,96714.67,96723.76,96667.15,0.26643561
96714.66,96695.05,96714.66,96666.15,0.24308179
96695.05,96757.26,96783.18,96695.05,1.13799683
96757.26,96686.04,96757.27,96686.02,0.66396207
96686.04,96786.59,96796.32,96686.03,1.42650219
96786.59,96777.84,96790.09,96760.17,0.52805266
96777.85,96798.32,96800.0,96777.84,0.23964382
96798.32,96822.7,96824.58,96798.32,1.34463878
96822.69,96822.7,96822.7,96822.69,0.1401447
96822.7,96856.43,96876.05,96822.69,0.40217962
96856.43,96876.05,96876.05,96854.0,0.67950929
96865.04,96827.05,96876.05,96827.01,0.60301478
96827.05,96822.81,96857.56,96822.81,0.07772478
96822.81,96821.43,96822.82,96778.7,0.42748061
96821.43,96794.71,96821.44,96794.71,0.45155089
96794.71,96768.24,96794.72,96768.23,0.3426411
96768.25,96738.83,96775.89,96738.82,0.61773067
96738.83,96741.53,96776.26,96738.32,0.51232077
96741.53,96695.85,96750.29,96695.82,0.92840828
96695.84,96667.25,96709.67,96667.25,2.34090942
96665.75,96650.37,96665.75,96650.34,0.67651037
96650.39,96650.55,96726.68,96650.27,0.22352221
96650.57,96637.44,96714.65,96637.43,1.63612559
96620.79,96602.57,96620.8,96602.56,0.16570506
96602.56,96601.8,96620.15,96601.8,0.29784635
96601.8,96560.02,96601.8,96545.56,1.30025687
96560.03,96546.83,96560.03,96546.82,0.1439146
96546.82,96574.73,96576.73,96546.81,0.32365825
96574.74,96481.84,96574.74,96476.01,1.01951133
96481.84,96481.81,96485.42,96473.61,0.65891886
96481.81,96457.32,96481.81,96457.28,0.59486429
96457.32,96457.33,96468.28,96457.32,0.22106462
96457.29,96473.96,96473.96,96397.8,0.62423114
96473.96,96494.9,96596.5,96443.16,2.68990856
96500.94,96598.22,96627.77,96500.13,0.93803547
96598.23,96641.63,96651.55,96598.22,0.57290446
96641.63,96641.64,96644.41,96641.61,1.02830445
96641.64,96638.87,96648.77,96613.54,1.48696542
96638.89,96639.21,96664.98,96638.89,0.13570078
96639.21,96637.11,96662.9,96618.63,0.15969343
96637.11,96668.14,96705.88,96637.11,0.08935124
96668.17,96653.93,96668.17,96653.68,0.33756304
96653.93,96619.36,96653.94,96619.36,0.36309465
96575.54,96577.0,96577.67,96550.39,1.52189078
96577.01,96562.15,96577.01,96562.15,0.12992418
96562.15,96552.84,96562.16,96552.84,0.22707945
96552.85,96548.54,96552.85,96548.53,0.57654942
96548.54,96548.53,96548.54,96548.53,0.27789242
96548.53,96511.2,96552.74,96511.17,6.42722454
96511.19,96439.85,96511.2,96421.19,1.48985113
96439.84,96431.56,96439.84,96431.56,0.1965611
96431.56,96400.03,96431.57,96400.02,0.7095946
96400.04,96400.01,96400.08,96400.01,0.16705684
96400.01,96339.79,96400.02,96339.5,1.90541963
96339.82,96413.48,96430.57,96339.82,0.72445845
96413.48,96456.62,96485.94,96413.48,1.66485487
96456.65,96348.21,96456.83,96347.59,1.14540972
96348.22,96332.63,96369.17,96332.63,0.28968794
96332.64,96361.97,96361.98,96321.77,0.14857085
96361.97,96403.1,96413.12,96359.85,0.46703269
96403.11,96413.69,96429.94,96403.11,0.71269806
96413.71,96415.96,96429.92,96403.13,1.99004477
96415.95,96499.99,96499.99,96415.95,0.76913435
96499.99,96467.2,96499.99,96467.19,0.13747533
96467.2,96467.19,96467.2,96467.19,0.42578908
96467.19,96492.36,96548.15,96467.19,2.41032321
96492.35,96545.93,96545.93,96478.71,0.36079773
96545.93,96522.81,96545.93,96522.8,0.4879169
96522.8,96495.55,96522.81,96495.52,0.29803028
96495.56,96495.56,96501.64,96495.55,0.40296902
96495.57,96495.57,96501.64,96495.56,0.18489116
96495.57,96491.26,96495.58,96491.26,0.39907389
96491.26,96422.0,96491.27,96421.99,0.44641781
96421.99,96491.51,96524.53,96421.99,1.02057034
96491.51,96534.82,96534.82,96491.5,0.56439538
96534.82,96540.0,96540.55,96534.81,0.27723663
96540.01,96497.51,96545.01,96497.5,0.44575229
96497.51,96536.9,96548.53,96497.51,0.73293555
96536.91,96548.53,96548.98,96536.9,0.39502457
96548.53,96549.02,96549.03,96548.53,0.25484816
96549.02,96449.96,96549.03,96449.02,1.01741048
96449.02,96449.02,96449.03,96449.0,0.52248384
96449.02,96403.13,96449.02,96403.13,0.18911732
96403.13,96335.81,96403.14,96335.81,1.55901655
96335.81,96335.89,96355.98,96335.81,0.73739964
96335.9,96250.28,96335.9,96250.0,1.19551422
96250.28,96267.91,96274.0,96250.28,0.45872942
96267.91,96206.23,96267.92,96206.23,1.2999566
96206.25,96226.56,96263.47,96206.23,2.10310467
96226.55,96280.25,96299.9,96226.55,1.64881051
96280.26,96280.27,96311.63,96280.25,0.36490727
96280.26,96226.0,96280.27,96226.0,0.90613706
96226.0,96200.8,96226.0,96129.2,2.08225748
96200.79,96162.19,96233.6,96162.19,0.75157346
96162.19,96172.51,96222.87,96160.63,0.66837544
96172.51,96221.17,96264.0,96171.42,0.63432563
96221.17,96202.98,96238.0,96202.82,1.82105195
96202.98,96203.99,96300.3,96202.97,1.3589821
96203.98,96162.4,96203.99,96162.39,0.84287876
96162.39,96202.37,96204.0,96162.39,1.19064097
96202.37,96244.89,96300.01,96199.49,1.2206905
96244.89,96284.22,96328.13,96244.88,1.50945507
96284.22,96309.8,96374.39,96284.22,1.73660896
96309.8,96376.49,96385.09,96309.79,0.70656315
96374.49,96354.06,96374.49,96354.05,0.71106786
96354.06,96323.7,96374.49,96312.86,0.51911435
96323.71,96222.01,96323.71,96222.01,1.26905583
96222.0,96180.95,96222.0,96180.95,0.63487835
96180.96,96162.63,96180.96,96162.63,2.15620888
96162.63,96160.33,96185.19,96160.33,0.35778392
96160.33,96167.59,96167.6,96160.33,0.3090196
96167.6,96259.57,96338.99,96167.59,9.51547632
96259.57,96297.1,96377.68,96259.57,2.23215178
96297.1,96372.59,96381.98,96297.09,1.71897663
96372.59,96354.79,96372.6,96354.77,1.98175202
96354.79,96357.46,96357.47,96350.36,0.38259152
96357.46,96312.36,96357.46,96312.36,0.22433874
96312.37,96280.0,96312.37,96280.0,1.56955015
96280.0,96303.3,96303.31,96279.99,0.70480516
96303.3,96259.89,96306.91,96259.89,0.27659732
96259.9,96240.4,96259.9,96240.39,0.58037153
96240.4,96271.0,96271.0,96240.39,0.79005059
96270.99,96306.93,96338.9,96270.99,2.40288604
96306.93,96321.03,96350.41,96306.93,1.79529077
96321.03,96267.67,96321.03,96267.67,1.02414595
96267.68,96262.37,96274.1,96262.37,0.97672053
96262.37,96262.64,96285.64,96262.37,0.55342622
96262.64,96300.0,96337.11,96262.63,2.70976731
96299.99,96262.02,96300.0,96262.01,0.47033458
96262.02,96215.03,96262.03,96214.98,0.60817298
96215.02,96207.41,96229.97,96207.4,0.24411783
96207.41,96181.72,96207.42,96181.72,0.17345315
96181.73,96143.99,96181.74,96143.97,1.37981495
96143.99,96144.02,96181.9,96143.99,1.01128181
96144.03,96155.09,96189.85,96144.03,2.24713175
96155.09,96151.4,96155.09,96151.38,0.24716883
96151.4,96118.94,96182.51,96118.94,3.22453352
96118.94,96049.03,96119.65,96049.02,1.45806465
96049.03,95933.71,96049.03,95906.06,4.74234611
95933.71,95934.59,96028.31,95906.06,3.05152929
95934.6,95930.32,95989.27,95930.31,3.15690656
95930.32,95873.87,95930.33,95873.85,1.34231501
95873.86,95917.23,95938.64,95872.99,1.27501976
95917.24,95917.26,95938.88,95917.23,1.34895955
95917.25,95905.36,95917.25,95905.34,1.75988212
95905.36,95955.02,95996.8,95905.35,0.95489897
95955.03,95961.04,95989.34,95955.02,0.87078386
95961.05,95987.93,95999.9,95961.04,0.73384713
95987.94,96013.34,96013.34,95920.66,2.98827339
96000.0,96017.55,96054.07,96000.0,1.70913849
96017.54,95916.01,96017.55,95916.01,3.01205957
95916.01,95935.91,95935.93,95905.0,0.6020291
95935.92,95960.0,95961.28,95935.91,0.33205135
95960.01,95910.49,95960.01,95910.41,0.67276221
95910.49,95911.08,95959.89,95910.48,0.41274821
95911.08,95910.56,95911.09,95910.55,0.45929378
95910.56,95901.72,95910.57,95901.7,0.40027825
95901.72,95957.92,95957.93,95901.72,0.3365392
95957.92,95990.99,96000.02,95957.92,1.64941003
95990.99,96012.56,96012.57,95988.89,0.26068574
96012.56,96012.0,96040.11,96012.0,0.70490109
96012.01,96077.44,96119.37,96012.0,0.75086889
96077.44,96083.02,96126.05,96077.44,0.57545776
96083.02,96102.83,96119.72,96083.02,0.29342652
96102.84,96102.77,96126.03,96102.77,0.24541194
96102.77,96106.57,96106.57,96102.77,0.49236499
96106.56,96100.56,96147.88,96100.55,1.75816417
96108.46,96148.75,96189.0,96100.56,2.9613368
96148.75,96148.85,96150.0,96148.75,0.5365179
96148.85,96157.17,96182.13,96148.84,0.35777417
96157.18,96173.66,96191.7,96157.17,1.48616723
96173.66,96220.09,96222.72,96173.66,0.75564917
96221.02,96209.44,96300.02,96192.97,1.17345542
96209.45,96222.3,96239.87,96209.44,1.38963862
96222.29,96213.85,96222.3,96213.83,1.81824003
96214.7,96214.7,96214.7,96214.68,2.26801296
96214.69,96257.6,96265.98,96214.69,0.41188156
96257.59,96218.17,96265.85,96124.4,4.08304721
96218.19,96262.33,96298.73,96218.19,6.18410508
96262.34,96350.0,96350.0,96262.34,3.98615081
96350.0,96294.6,96350.0,96294.6,1.02747699
96294.62,96303.0,96303.0,96284.82,0.97867339
96303.0,96324.15,96349.97,96302.99,1.47574016
96324.16,96348.83,96372.47,96324.15,1.95656421
96348.84,96302.5,96348.84,96297.18,0.06238932
96302.5,96310.37,96331.31,96302.5,0.90762469
96310.37,96346.72,96351.95,96287.49,0.94437564
96346.72,96306.99,96346.72,96306.97,0.63644374
96306.98,96329.94,96345.47,96306.97,0.79012273
96329.94,96337.98,96357.96,96310.77,0.9568919
96337.99,96443.21,96467.72,96337.98,0.82236173
96443.22,96443.28,96473.82,96443.21,0.41556601
96443.28,96443.28,96443.29,96443.28,0.88669774
96443.29,96431.23,96443.29,96431.23,0.99503243
96431.23,96407.07,96431.23,96317.77,1.39545703
96407.07,96407.09,96420.06,96407.07,0.5271349
96407.1,96431.95,96447.73,96407.09,0.4891574
96431.94,96436.51,96455.96,96431.94,0.63697702
96436.51,96425.21,96436.52,96425.19,0.55695727
96425.21,96407.08,96425.21,96407.08,1.00757601
96407.08,96348.69,96407.09,96316.94,0.48571131
96348.68,96400.02,96413.97,96348.68,2.09741392
96400.03,96365.97,96400.03,96365.96,0.58349417
96365.97,96333.49,96365.97,96333.46,1.93279471
96333.49,96300.0,96333.49,96300.0,0.86634111
96300.02,96240.38,96300.02,96240.37,0.57739722
96240.38,96226.27,96240.38,96226.26,1.29943527
96226.27,96263.1,96263.11,96226.27,0.37334106
96263.1,96214.28,96263.11,96214.27,1.56106549
96213.7,96132.1,96213.7,96132.1,0.91916354
96132.11,96126.26,96132.11,96126.26,0.81072163
96126.27,96109.75,96126.27,96081.85,0.76454771
96109.76,96170.78,96198.89,96109.76,3.8574069
96170.79,96170.79,96170.79,96170.78,0.1820141
96170.79,96136.79,96170.79,96101.94,1.99387818
96136.79,95997.56,96136.8,95992.39,1.96057108
95997.56,95977.63,95997.56,95962.14,1.3260411
95978.01,95944.4,95978.23,95944.4,1.76568269
95944.4,96033.3,96033.3,95926.26,1.72935716
96033.29,96062.91,96085.07,96033.29,0.91535485
96062.93,96066.88,96079.65,96053.69,2.61743284
96053.71,95978.3,96053.72,95978.3,0.45566052
95978.32,96038.51,96038.52,95978.31,0.52831923
96038.51,96126.04,96126.04,96038.51,1.59435454
96126.04,96127.65,96188.03,96126.04,1.23288537
96127.64,96141.5,96159.26,96127.64,2.25930465
96141.53,96126.27,96141.53,96126.26,0.59474091
96126.28,96147.96,96172.03,96126.26,0.44451683
96171.92,96164.46,96171.93,96164.45,0.64064249
96164.46,96170.27,96192.03,96164.45,1.32381632
96170.27,96216.05,96231.62,96170.27,0.50014083
96216.06,96142.37,96216.06,96142.36,0.19711095
96142.36,96140.39,96142.37,96140.38,1.08459238
96139.1,96127.1,96139.62,96127.08,0.77637934
96127.1,96096.55,96127.1,96096.54,0.302063
96096.54,96142.35,96142.36,96096.54,0.35227744
96142.35,96117.75,96142.36,96110.84,0.25037469
96117.76,96101.82,96117.76,96101.8,0.34946819
96101.81,96101.81,96101.82,96101.81,0.77835648
96101.82,96142.21,96142.35,96101.81,1.49993883
96142.21,96149.97,96149.98,96142.2,0.34208632
96149.97,96168.04,96191.73,96149.97,0.84053601
96168.05,96182.81,96199.98,96168.05,1.88186078
96182.82,96194.79,96213.06,96182.81,1.1255795
96195.03,96263.11,96263.11,96195.03,0.35204397
96263.1,96281.32,96341.85,96263.1,1.14759044
96281.32,96280.3,96281.32,96280.28,0.17686679
96280.29,96294.98,96324.1,96280.29,1.55083791
96295.13,96293.75,96346.43,96293.73,0.96177291
96293.75,96310.68,96353.99,96293.75,0.3215586
96314.03,96373.12,96397.24,96314.03,0.41421984
96373.12,96373.12,96373.12,96373.11,0.38138782
96373.11,96344.64,96373.12,96344.62,1.17103945
96344.63,96320.39,96344.64,96320.39,0.95402884
96320.39,96340.11,96343.92,96320.39,1.05655609
96340.12,96337.93,96340.12,96337.93,0.08739281
96337.94,96318.43,96337.94,96318.43,0.09967688
96318.42,96304.22,96318.43,96304.21,0.36881193
96304.22,96337.93,96337.94,96300.01,0.9234308
96337.93,96331.97,96337.94,96306.74,0.23909894
96331.97,96331.97,96331.98,96331.97,0.61116289
96331.97,96300.01,96331.98,96300.01,0.38243267
96300.01,96297.43,96300.02,96297.41,0.14862576
96297.42,96277.1,96297.43,96277.1,0.19556802
96277.11,96262.35,96277.12,96262.34,0.3021834
96262.35,96272.37,96307.91,96262.35,0.70076546
96272.37,96317.83,96317.86,96272.37,1.87487667
96317.83,96340.96,96365.99,96317.82,1.50375449
96340.96,96374.16,96398.73,96340.96,1.51495987
96372.73,96281.16,96373.28,96281.15,1.33355718
96281.15,96281.01,96281.15,96281.01,0.0633213
96281.01,96276.09,96281.01,96276.09,0.16184511
96276.09,96290.43,96335.03,96276.09,0.3710379
96290.43,96265.52,96290.44,96256.78,0.43768456
96265.52,96210.53,96309.0,96210.52,0.38974529
96210.53,96228.56,96335.08,96210.53,2.1777985
96228.55,96222.5,96228.56,96222.5,0.48158745
96222.51,96222.5,96222.51,96222.49,0.27465755
96222.49,96210.84,96222.5,96210.83,0.29866204
96210.84,96209.32,96210.85,96209.32,0.11607892
96209.33,96210.85,96210.85,96209.32,0.26926843
96210.84,96210.87,96230.02,96210.84,0.1787812
96210.86,96210.87,96229.46,96210.86,0.0431225
96210.87,96208.69,96210.88,96208.69,0.66994075
96208.69,96190.4,96208.7,96190.4,0.16763519
96190.39,96170.91,96190.4,96170.91,0.34561646
96158.78,96158.11,96158.79,96158.11,0.17483067
96158.11,96158.12,96158.12,96158.11,0.01959068
96158.11,96140.39,96158.12,96140.39,0.03112381
96140.39,96138.28,96140.39,96138.27,0.13243815
96138.28,96075.1,96138.28,96075.09,0.8210687
96073.02,95942.91,96073.02,95942.9,1.1758945
95942.9,95860.01,95991.87,95860.0,0.67146936
95860.01,95829.58,95860.01,95780.01,0.75071019
95829.59,95855.07,95898.04,95829.59,0.23911197
95855.07,95860.67,95952.83,95855.06,0.40016144
95855.17,95838.51,95856.81,95838.41,0.43102512
95838.5,95838.55,95865.01,95838.5,0.12200334
95838.56,95888.1,95888.1,95780.02,0.55943305
95854.52,95860.08,95914.1,95854.51,0.49184368
95860.1,95878.39,95943.88,95860.1,0.17009017
95878.39,95988.01,96006.48,95878.39,0.20214228
95988.0,95934.65,95988.01,95934.64,0.1381189
95934.64,95937.8,95955.05,95934.64,0.06485444
95937.81,95908.83,95937.81,95908.82,0.0420124
95892.41,95790.42,95892.41,95790.42,0.57119105
95790.42,95807.72,95834.12,95790.42,0.16761808
95799.96,95780.02,95836.23,95780.02,0.22145012
95780.03,95820.12,95828.82,95780.02,0.18236216
95820.13,95844.95,95859.12,95820.12,0.09846508
95844.95,95822.19,95844.95,95817.55,0.1838228
95825.26,95867.48,95920.6,95825.26,0.66941285
95867.47,95879.5,95937.26,95867.47,0.33905753
95879.53,95869.08,95934.1,95869.08,0.06936408
95862.46,95909.09,95919.1,95862.46,0.07288692
95909.09,95942.05,95942.07,95909.08,0.95473253
95942.06,95906.52,95942.06,95906.5,0.05304945
95906.52,95857.3,95906.52,95857.29,0.22996024
95857.3,95677.0,95857.3,95600.58,1.39918885
95677.0,95690.15,95690.15,95648.42,0.40213211
95690.15,95973.59,95999.96,95690.15,0.81493789
95973.59,96110.01,96128.53,95973.59,1.99317409
96094.19,96204.57,96219.95,96085.65,0.27440488
96204.57,96170.61,96244.08,96151.48,0.26417298
96162.86,96185.05,96216.21,96162.86,0.47762637
96185.04,96192.27,96192.28,96133.5,0.189761
96192.27,96259.09,96259.09,96180.89,0.17373799
96239.49,96159.38,96239.49,96144.66,0.46314454
96159.39,96076.79,96208.71,96076.79,0.24691631
96044.21,96047.8,96085.3,96044.2,0.16277262
96047.79,95910.39,96047.79,95832.02,1.16904104
95910.4,95868.57,95959.92,95868.56,1.23887511
95868.56,95833.08,95869.51,95803.96,0.7890408
95833.11,95882.68,95890.43,95833.11,0.3868381
95882.7,95819.36,95882.7,95819.36,0.2560402
95819.36,95690.89,95819.37,95689.46,1.20919442
95690.89,95742.47,95742.48,95690.89,0.41073015
95742.47,95693.61,95769.13,95693.61,0.34626376
95693.61,95706.54,95707.86,95693.61,0.25969018
95706.54,95763.56,95763.56,95698.34,1.4810987
95792.27,95771.04,95807.56,95763.58,0.31378383
95771.06,95810.23,95844.64,95771.06,0.77897793
95810.23,95754.13,95810.23,95722.69,0.54128916
95754.14,95807.87,95834.12,95754.14,0.78353097
95807.87,95818.69,95828.31,95807.87,0.27955903
95818.68,95735.91,95818.69,95735.91,0.19050474
95735.92,95780.72,95784.15,95735.91,1.28786393
95780.72,95799.99,95800.0,95780.71,0.16988364
95800.0,95808.16,95829.95,95800.0,0.58745896
95808.18,95890.42,95890.43,95808.18,0.32580936
95890.43,95890.42,95890.43,95854.35,0.87140858
95890.43,95890.43,95896.05,95890.42,0.10925163
95890.44,95800.01,95890.44,95800.0,0.19388949
95800.0,95784.68,95800.01,95784.68,0.13402653
95784.68,95760.92,95784.75,95760.92,0.31075271
95760.92,95769.55,95837.82,95751.84,0.88359171
95769.55,95745.62,95769.56,95740.43,0.41967185
95745.61,95731.85,95772.98,95731.84,0.82530484
95731.83,95862.11,95883.13,95700.0,4.00619931
95862.12,95913.1,95935.02,95862.11,0.66900203
95913.1,95871.72,95913.11,95871.71,0.14069986
95871.72,95795.42,95903.99,95795.42,1.04028351
95795.42,95881.08,95881.08,95795.42,1.43206388
95881.07,95905.54,95975.6,95881.07,1.76795947
95905.55,95932.21,95975.6,95905.54,0.69601569
95932.21,95901.25,95932.22,95901.24,0.36422552
95901.25,95932.24,95960.09,95901.24,0.7974458
95932.24,95976.8,96000.0,95932.23,1.2330382
95976.82,96012.46,96060.06,95976.82,0.41608005
96012.46,96048.96,96104.7,96012.46,1.01391534
96048.96,96104.94,96114.02,96040.42,1.04747177
96104.95,96018.17,96104.95,95992.67,0.84003394
96018.17,95980.14,96018.18,95980.11,0.59691599
95980.13,95993.2,96055.8,95980.13,0.8920671
95993.2,95943.17,95993.2,95943.16,0.36174372
95943.17,95948.41,95958.09,95943.17,0.43714922
95948.41,95918.5,95948.42,95918.49,0.31859089
95918.5,95902.97,95918.5,95895.57,1.52848971
95902.98,95877.55,95902.98,95870.72,0.44181362
95877.54,95929.65,95930.09,95877.54,0.99317987
95929.66,95931.43,95948.4,95929.66,0.25382119
95931.43,95916.44,95931.44,95916.43,1.09453403
95916.44,95891.01,95916.45,95890.99,0.53129556
95891.0,95890.01,95891.01,95890.01,0.69178143
95890.01,96017.78,96057.91,95890.01,1.72153831
96017.78,95965.61,96044.17,95965.61,0.7242399
95965.61,95933.34,95965.62,95933.32,0.86890841
95933.33,95900.0,95933.34,95900.0,1.52010793
95900.01,95844.41,95900.01,95844.41,0.61520204
95844.41,95826.56,95844.41,95826.55,0.99895393
95826.55,95807.17,95826.55,95807.13,0.55846476
95807.17,95819.94,95854.03,95807.16,0.73430953
95819.93,95820.11,95854.12,95819.93,0.90757178
95820.11,95818.07,95840.04,95818.03,0.33716581
95818.09,95840.33,95876.65,95818.09,0.1717653
